Country,Code,Date,TotalConfirmedDeaths,DailyNewConfirmedDeaths
Afghanistan,AFG,31-Dec-19,0,0
Afghanistan,AFG,01-Jan-20,0,0
Afghanistan,AFG,02-Jan-20,0,0
Afghanistan,AFG,03-Jan-20,0,0
Afghanistan,AFG,04-Jan-20,0,0
Afghanistan,AFG,05-Jan-20,0,0
Afghanistan,AFG,06-Jan-20,0,0
Afghanistan,AFG,07-Jan-20,0,0
Afghanistan,AFG,08-Jan-20,0,0
Afghanistan,AFG,09-Jan-20,0,0
Afghanistan,AFG,10-Jan-20,0,0
Afghanistan,AFG,11-Jan-20,0,0
Afghanistan,AFG,12-Jan-20,0,0
Afghanistan,AFG,13-Jan-20,0,0
Afghanistan,AFG,14-Jan-20,0,0
Afghanistan,AFG,15-Jan-20,0,0
Afghanistan,AFG,16-Jan-20,0,0
Afghanistan,AFG,17-Jan-20,0,0
Afghanistan,AFG,18-Jan-20,0,0
Afghanistan,AFG,19-Jan-20,0,0
Afghanistan,AFG,20-Jan-20,0,0
Afghanistan,AFG,21-Jan-20,0,0
Afghanistan,AFG,22-Jan-20,0,0
Afghanistan,AFG,23-Jan-20,0,0
Afghanistan,AFG,24-Jan-20,0,0
Afghanistan,AFG,25-Jan-20,0,0
Afghanistan,AFG,26-Jan-20,0,0
Afghanistan,AFG,27-Jan-20,0,0
Afghanistan,AFG,28-Jan-20,0,0
Afghanistan,AFG,29-Jan-20,0,0
Afghanistan,AFG,30-Jan-20,0,0
Afghanistan,AFG,31-Jan-20,0,0
Afghanistan,AFG,01-Feb-20,0,0
Afghanistan,AFG,02-Feb-20,0,0
Afghanistan,AFG,03-Feb-20,0,0
Afghanistan,AFG,04-Feb-20,0,0
Afghanistan,AFG,05-Feb-20,0,0
Afghanistan,AFG,06-Feb-20,0,0
Afghanistan,AFG,07-Feb-20,0,0
Afghanistan,AFG,08-Feb-20,0,0
Afghanistan,AFG,09-Feb-20,0,0
Afghanistan,AFG,10-Feb-20,0,0
Afghanistan,AFG,11-Feb-20,0,0
Afghanistan,AFG,12-Feb-20,0,0
Afghanistan,AFG,13-Feb-20,0,0
Afghanistan,AFG,14-Feb-20,0,0
Afghanistan,AFG,15-Feb-20,0,0
Afghanistan,AFG,16-Feb-20,0,0
Afghanistan,AFG,17-Feb-20,0,0
Afghanistan,AFG,18-Feb-20,0,0
Afghanistan,AFG,19-Feb-20,0,0
Afghanistan,AFG,20-Feb-20,0,0
Afghanistan,AFG,21-Feb-20,0,0
Afghanistan,AFG,22-Feb-20,0,0
Afghanistan,AFG,23-Feb-20,0,0
Afghanistan,AFG,24-Feb-20,0,0
Afghanistan,AFG,25-Feb-20,1,1
Afghanistan,AFG,26-Feb-20,1,0
Afghanistan,AFG,27-Feb-20,1,0
Afghanistan,AFG,28-Feb-20,1,0
Afghanistan,AFG,29-Feb-20,1,0
Afghanistan,AFG,01-Mar-20,1,0
Afghanistan,AFG,02-Mar-20,1,0
Afghanistan,AFG,08-Mar-20,4,3
Afghanistan,AFG,11-Mar-20,7,3
Afghanistan,AFG,15-Mar-20,10,3
Afghanistan,AFG,16-Mar-20,16,6
Afghanistan,AFG,17-Mar-20,21,5
Afghanistan,AFG,18-Mar-20,22,1
Afghanistan,AFG,19-Mar-20,22,0
Afghanistan,AFG,20-Mar-20,22,0
Afghanistan,AFG,21-Mar-20,24,2
Afghanistan,AFG,22-Mar-20,24,0
Afghanistan,AFG,23-Mar-20,34,10
Afghanistan,AFG,24-Mar-20,40,6
Afghanistan,AFG,25-Mar-20,42,2
Afghanistan,AFG,26-Mar-20,75,33
Afghanistan,AFG,27-Mar-20,75,0
Afghanistan,AFG,28-Mar-20,91,16
Afghanistan,AFG,29-Mar-20,106,15
Afghanistan,AFG,30-Mar-20,114,8
Afghanistan,AFG,31-Mar-20,141,27
Afghanistan,AFG,01-Apr-20,166,25
Afghanistan,AFG,02-Apr-20,192,26
Afghanistan,AFG,03-Apr-20,235,43
Afghanistan,AFG,04-Apr-20,235,0
Afghanistan,AFG,05-Apr-20,270,35
Afghanistan,AFG,06-Apr-20,299,29
Afghanistan,AFG,07-Apr-20,337,38
Afghanistan,AFG,08-Apr-20,367,30
Africa,,31-Dec-19,0,0
Africa,,01-Jan-20,0,0
Africa,,02-Jan-20,0,0
Africa,,03-Jan-20,0,0
Africa,,04-Jan-20,0,0
Africa,,05-Jan-20,0,0
Africa,,06-Jan-20,0,0
Africa,,07-Jan-20,0,0
Africa,,08-Jan-20,0,0
Africa,,09-Jan-20,0,0
Africa,,10-Jan-20,0,0
Africa,,11-Jan-20,0,0
Africa,,12-Jan-20,0,0
Africa,,13-Jan-20,0,0
Africa,,14-Jan-20,0,0
Africa,,15-Jan-20,0,0
Africa,,16-Jan-20,0,0
Africa,,17-Jan-20,0,0
Africa,,18-Jan-20,0,0
Africa,,19-Jan-20,0,0
Africa,,20-Jan-20,0,0
Africa,,21-Jan-20,0,0
Africa,,22-Jan-20,0,0
Africa,,23-Jan-20,0,0
Africa,,24-Jan-20,0,0
Africa,,25-Jan-20,0,0
Africa,,26-Jan-20,0,0
Africa,,27-Jan-20,0,0
Africa,,28-Jan-20,0,0
Africa,,29-Jan-20,0,0
Africa,,30-Jan-20,0,0
Africa,,31-Jan-20,0,0
Africa,,01-Feb-20,0,0
Africa,,02-Feb-20,0,0
Africa,,03-Feb-20,0,0
Africa,,04-Feb-20,0,0
Africa,,05-Feb-20,0,0
Africa,,06-Feb-20,0,0
Africa,,07-Feb-20,0,0
Africa,,08-Feb-20,0,0
Africa,,09-Feb-20,0,0
Africa,,10-Feb-20,0,0
Africa,,11-Feb-20,0,0
Africa,,12-Feb-20,0,0
Africa,,13-Feb-20,0,0
Africa,,14-Feb-20,0,0
Africa,,15-Feb-20,1,1
Africa,,16-Feb-20,1,0
Africa,,17-Feb-20,1,0
Africa,,18-Feb-20,1,0
Africa,,19-Feb-20,1,0
Africa,,20-Feb-20,1,0
Africa,,21-Feb-20,1,0
Africa,,22-Feb-20,1,0
Africa,,23-Feb-20,1,0
Africa,,24-Feb-20,1,0
Africa,,25-Feb-20,1,0
Africa,,26-Feb-20,2,1
Africa,,27-Feb-20,2,0
Africa,,28-Feb-20,3,1
Africa,,29-Feb-20,3,0
Africa,,01-Mar-20,3,0
Africa,,02-Mar-20,6,3
Africa,,03-Mar-20,9,3
Africa,,04-Mar-20,11,2
Africa,,05-Mar-20,20,9
Africa,,06-Mar-20,29,9
Africa,,07-Mar-20,43,14
Africa,,08-Mar-20,44,1
Africa,,09-Mar-20,83,39
Africa,,10-Mar-20,95,12
Africa,,11-Mar-20,105,10
Africa,,12-Mar-20,118,13
Africa,,13-Mar-20,158,40
Africa,,14-Mar-20,202,44
Africa,,15-Mar-20,239,37
Africa,,16-Mar-20,324,85
Africa,,17-Mar-20,404,80
Africa,,18-Mar-20,494,90
Africa,,19-Mar-20,634,140
Africa,,20-Mar-20,736,102
Africa,,21-Mar-20,967,231
Africa,,22-Mar-20,1131,164
Africa,,23-Mar-20,1290,159
Africa,,24-Mar-20,1697,407
Africa,,25-Mar-20,2170,473
Africa,,26-Mar-20,2652,482
Africa,,27-Mar-20,3216,564
Africa,,28-Mar-20,3700,484
Africa,,29-Mar-20,4079,379
Africa,,30-Mar-20,4572,493
Africa,,31-Mar-20,5064,492
Africa,,01-Apr-20,5494,430
Africa,,02-Apr-20,6248,754
Africa,,03-Apr-20,6744,496
Africa,,04-Apr-20,7323,579
Africa,,05-Apr-20,8489,1166
Africa,,06-Apr-20,9175,686
Africa,,07-Apr-20,9804,629
Africa,,08-Apr-20,10526,722
Albania,ALB,09-Mar-20,2,2
Albania,ALB,10-Mar-20,6,4
Albania,ALB,11-Mar-20,10,4
Albania,ALB,12-Mar-20,11,1
Albania,ALB,13-Mar-20,23,12
Albania,ALB,14-Mar-20,33,10
Albania,ALB,15-Mar-20,38,5
Albania,ALB,16-Mar-20,42,4
Albania,ALB,17-Mar-20,51,9
Albania,ALB,18-Mar-20,55,4
Albania,ALB,19-Mar-20,59,4
Albania,ALB,20-Mar-20,70,11
Albania,ALB,21-Mar-20,70,0
Albania,ALB,22-Mar-20,76,6
Albania,ALB,23-Mar-20,89,13
Albania,ALB,24-Mar-20,100,11
Albania,ALB,25-Mar-20,123,23
Albania,ALB,26-Mar-20,146,23
Albania,ALB,27-Mar-20,174,28
Albania,ALB,28-Mar-20,186,12
Albania,ALB,29-Mar-20,197,11
Albania,ALB,30-Mar-20,212,15
Albania,ALB,31-Mar-20,223,11
Albania,ALB,01-Apr-20,243,20
Albania,ALB,02-Apr-20,259,16
Albania,ALB,03-Apr-20,277,18
Albania,ALB,04-Apr-20,304,27
Albania,ALB,05-Apr-20,333,29
Albania,ALB,06-Apr-20,361,28
Albania,ALB,07-Apr-20,377,16
Albania,ALB,08-Apr-20,383,6
Algeria,DZA,31-Dec-19,0,0
Algeria,DZA,01-Jan-20,0,0
Algeria,DZA,02-Jan-20,0,0
Algeria,DZA,03-Jan-20,0,0
Algeria,DZA,04-Jan-20,0,0
Algeria,DZA,05-Jan-20,0,0
Algeria,DZA,06-Jan-20,0,0
Algeria,DZA,07-Jan-20,0,0
Algeria,DZA,08-Jan-20,0,0
Algeria,DZA,09-Jan-20,0,0
Algeria,DZA,10-Jan-20,0,0
Algeria,DZA,11-Jan-20,0,0
Algeria,DZA,12-Jan-20,0,0
Algeria,DZA,13-Jan-20,0,0
Algeria,DZA,14-Jan-20,0,0
Algeria,DZA,15-Jan-20,0,0
Algeria,DZA,16-Jan-20,0,0
Algeria,DZA,17-Jan-20,0,0
Algeria,DZA,18-Jan-20,0,0
Algeria,DZA,19-Jan-20,0,0
Algeria,DZA,20-Jan-20,0,0
Algeria,DZA,21-Jan-20,0,0
Algeria,DZA,22-Jan-20,0,0
Algeria,DZA,23-Jan-20,0,0
Algeria,DZA,24-Jan-20,0,0
Algeria,DZA,25-Jan-20,0,0
Algeria,DZA,26-Jan-20,0,0
Algeria,DZA,27-Jan-20,0,0
Algeria,DZA,28-Jan-20,0,0
Algeria,DZA,29-Jan-20,0,0
Algeria,DZA,30-Jan-20,0,0
Algeria,DZA,31-Jan-20,0,0
Algeria,DZA,01-Feb-20,0,0
Algeria,DZA,02-Feb-20,0,0
Algeria,DZA,03-Feb-20,0,0
Algeria,DZA,04-Feb-20,0,0
Algeria,DZA,05-Feb-20,0,0
Algeria,DZA,06-Feb-20,0,0
Algeria,DZA,07-Feb-20,0,0
Algeria,DZA,08-Feb-20,0,0
Algeria,DZA,09-Feb-20,0,0
Algeria,DZA,10-Feb-20,0,0
Algeria,DZA,11-Feb-20,0,0
Algeria,DZA,12-Feb-20,0,0
Algeria,DZA,13-Feb-20,0,0
Algeria,DZA,14-Feb-20,0,0
Algeria,DZA,15-Feb-20,0,0
Algeria,DZA,16-Feb-20,0,0
Algeria,DZA,17-Feb-20,0,0
Algeria,DZA,18-Feb-20,0,0
Algeria,DZA,19-Feb-20,0,0
Algeria,DZA,20-Feb-20,0,0
Algeria,DZA,21-Feb-20,0,0
Algeria,DZA,22-Feb-20,0,0
Algeria,DZA,23-Feb-20,0,0
Algeria,DZA,24-Feb-20,0,0
Algeria,DZA,25-Feb-20,0,0
Algeria,DZA,26-Feb-20,1,1
Algeria,DZA,27-Feb-20,1,0
Algeria,DZA,28-Feb-20,1,0
Algeria,DZA,29-Feb-20,1,0
Algeria,DZA,01-Mar-20,1,0
Algeria,DZA,02-Mar-20,3,2
Algeria,DZA,04-Mar-20,5,2
Algeria,DZA,05-Mar-20,12,7
Algeria,DZA,06-Mar-20,17,5
Algeria,DZA,09-Mar-20,20,3
Algeria,DZA,12-Mar-20,20,0
Algeria,DZA,13-Mar-20,24,4
Algeria,DZA,14-Mar-20,26,2
Algeria,DZA,15-Mar-20,37,11
Algeria,DZA,16-Mar-20,48,11
Algeria,DZA,17-Mar-20,60,12
Algeria,DZA,18-Mar-20,60,0
Algeria,DZA,19-Mar-20,73,13
Algeria,DZA,20-Mar-20,82,9
Algeria,DZA,21-Mar-20,94,12
Algeria,DZA,22-Mar-20,94,0
Algeria,DZA,23-Mar-20,102,8
Algeria,DZA,24-Mar-20,189,87
Algeria,DZA,25-Mar-20,231,42
Algeria,DZA,26-Mar-20,264,33
Algeria,DZA,27-Mar-20,305,41
Algeria,DZA,28-Mar-20,305,0
Algeria,DZA,29-Mar-20,409,104
Algeria,DZA,30-Mar-20,454,45
Algeria,DZA,31-Mar-20,511,57
Algeria,DZA,01-Apr-20,584,73
Algeria,DZA,02-Apr-20,847,263
Algeria,DZA,03-Apr-20,847,0
Algeria,DZA,04-Apr-20,986,139
Algeria,DZA,05-Apr-20,1300,314
Algeria,DZA,06-Apr-20,1320,20
Algeria,DZA,07-Apr-20,1423,103
Algeria,DZA,08-Apr-20,1468,45
Andorra,AND,03-Mar-20,1,1
Andorra,AND,14-Mar-20,2,1
Andorra,AND,16-Mar-20,5,3
Andorra,AND,17-Mar-20,14,9
Andorra,AND,18-Mar-20,14,0
Andorra,AND,19-Mar-20,53,39
Andorra,AND,20-Mar-20,75,22
Andorra,AND,21-Mar-20,75,0
Andorra,AND,22-Mar-20,88,13
Andorra,AND,23-Mar-20,113,25
Andorra,AND,24-Mar-20,133,20
Andorra,AND,25-Mar-20,164,31
Andorra,AND,26-Mar-20,188,24
Andorra,AND,27-Mar-20,224,36
Andorra,AND,28-Mar-20,267,43
Andorra,AND,29-Mar-20,308,41
Andorra,AND,30-Mar-20,334,26
Andorra,AND,31-Mar-20,370,36
Andorra,AND,01-Apr-20,376,6
Andorra,AND,02-Apr-20,390,14
Andorra,AND,03-Apr-20,428,38
Andorra,AND,04-Apr-20,439,11
Andorra,AND,05-Apr-20,466,27
Andorra,AND,06-Apr-20,501,35
Andorra,AND,07-Apr-20,526,25
Andorra,AND,08-Apr-20,545,19
Angola,AGO,22-Mar-20,2,2
Angola,AGO,23-Mar-20,2,0
Angola,AGO,24-Mar-20,2,0
Angola,AGO,25-Mar-20,2,0
Angola,AGO,26-Mar-20,2,0
Angola,AGO,27-Mar-20,3,1
Angola,AGO,28-Mar-20,4,1
Angola,AGO,29-Mar-20,4,0
Angola,AGO,30-Mar-20,7,3
Angola,AGO,31-Mar-20,7,0
Angola,AGO,01-Apr-20,7,0
Angola,AGO,02-Apr-20,8,1
Angola,AGO,03-Apr-20,8,0
Angola,AGO,04-Apr-20,8,0
Angola,AGO,05-Apr-20,10,2
Angola,AGO,06-Apr-20,14,4
Angola,AGO,07-Apr-20,16,2
Angola,AGO,08-Apr-20,17,1
Anguilla,AIA,27-Mar-20,2,2
Anguilla,AIA,28-Mar-20,2,0
Anguilla,AIA,29-Mar-20,2,0
Anguilla,AIA,30-Mar-20,2,0
Anguilla,AIA,31-Mar-20,2,0
Anguilla,AIA,01-Apr-20,2,0
Anguilla,AIA,02-Apr-20,2,0
Anguilla,AIA,03-Apr-20,3,1
Anguilla,AIA,04-Apr-20,3,0
Anguilla,AIA,05-Apr-20,3,0
Anguilla,AIA,06-Apr-20,3,0
Anguilla,AIA,07-Apr-20,3,0
Anguilla,AIA,08-Apr-20,3,0
Antigua and Barbuda,ATG,15-Mar-20,1,1
Antigua and Barbuda,ATG,21-Mar-20,1,0
Antigua and Barbuda,ATG,22-Mar-20,1,0
Antigua and Barbuda,ATG,23-Mar-20,1,0
Antigua and Barbuda,ATG,24-Mar-20,1,0
Antigua and Barbuda,ATG,25-Mar-20,3,2
Antigua and Barbuda,ATG,26-Mar-20,3,0
Antigua and Barbuda,ATG,27-Mar-20,7,4
Antigua and Barbuda,ATG,28-Mar-20,7,0
Antigua and Barbuda,ATG,29-Mar-20,7,0
Antigua and Barbuda,ATG,30-Mar-20,7,0
Antigua and Barbuda,ATG,31-Mar-20,7,0
Antigua and Barbuda,ATG,01-Apr-20,7,0
Antigua and Barbuda,ATG,02-Apr-20,7,0
Antigua and Barbuda,ATG,03-Apr-20,9,2
Antigua and Barbuda,ATG,04-Apr-20,15,6
Antigua and Barbuda,ATG,05-Apr-20,15,0
Antigua and Barbuda,ATG,06-Apr-20,15,0
Antigua and Barbuda,ATG,07-Apr-20,15,0
Antigua and Barbuda,ATG,08-Apr-20,15,0
Argentina,ARG,04-Mar-20,1,1
Argentina,ARG,06-Mar-20,2,1
Argentina,ARG,07-Mar-20,8,6
Argentina,ARG,08-Mar-20,9,1
Argentina,ARG,09-Mar-20,12,3
Argentina,ARG,11-Mar-20,19,7
Argentina,ARG,13-Mar-20,31,12
Argentina,ARG,14-Mar-20,34,3
Argentina,ARG,15-Mar-20,45,11
Argentina,ARG,16-Mar-20,56,11
Argentina,ARG,17-Mar-20,65,9
Argentina,ARG,18-Mar-20,79,14
Argentina,ARG,19-Mar-20,97,18
Argentina,ARG,20-Mar-20,128,31
Argentina,ARG,21-Mar-20,158,30
Argentina,ARG,22-Mar-20,225,67
Argentina,ARG,23-Mar-20,266,41
Argentina,ARG,24-Mar-20,301,35
Argentina,ARG,25-Mar-20,387,86
Argentina,ARG,26-Mar-20,502,115
Argentina,ARG,27-Mar-20,589,87
Argentina,ARG,28-Mar-20,690,101
Argentina,ARG,29-Mar-20,745,55
Argentina,ARG,30-Mar-20,820,75
Argentina,ARG,31-Mar-20,966,146
Argentina,ARG,01-Apr-20,966,0
Argentina,ARG,02-Apr-20,1133,167
Argentina,ARG,03-Apr-20,1133,0
Argentina,ARG,04-Apr-20,1265,132
Argentina,ARG,05-Apr-20,1451,186
Argentina,ARG,06-Apr-20,1554,103
Argentina,ARG,07-Apr-20,1628,74
Argentina,ARG,08-Apr-20,1715,87
Armenia,ARM,31-Dec-19,0,0
Armenia,ARM,01-Jan-20,0,0
Armenia,ARM,02-Jan-20,0,0
Armenia,ARM,03-Jan-20,0,0
Armenia,ARM,04-Jan-20,0,0
Armenia,ARM,05-Jan-20,0,0
Armenia,ARM,06-Jan-20,0,0
Armenia,ARM,07-Jan-20,0,0
Armenia,ARM,08-Jan-20,0,0
Armenia,ARM,09-Jan-20,0,0
Armenia,ARM,10-Jan-20,0,0
Armenia,ARM,11-Jan-20,0,0
Armenia,ARM,12-Jan-20,0,0
Armenia,ARM,13-Jan-20,0,0
Armenia,ARM,14-Jan-20,0,0
Armenia,ARM,15-Jan-20,0,0
Armenia,ARM,16-Jan-20,0,0
Armenia,ARM,17-Jan-20,0,0
Armenia,ARM,18-Jan-20,0,0
Armenia,ARM,19-Jan-20,0,0
Armenia,ARM,20-Jan-20,0,0
Armenia,ARM,21-Jan-20,0,0
Armenia,ARM,22-Jan-20,0,0
Armenia,ARM,23-Jan-20,0,0
Armenia,ARM,24-Jan-20,0,0
Armenia,ARM,25-Jan-20,0,0
Armenia,ARM,26-Jan-20,0,0
Armenia,ARM,27-Jan-20,0,0
Armenia,ARM,28-Jan-20,0,0
Armenia,ARM,29-Jan-20,0,0
Armenia,ARM,30-Jan-20,0,0
Armenia,ARM,31-Jan-20,0,0
Armenia,ARM,01-Feb-20,0,0
Armenia,ARM,02-Feb-20,0,0
Armenia,ARM,03-Feb-20,0,0
Armenia,ARM,04-Feb-20,0,0
Armenia,ARM,05-Feb-20,0,0
Armenia,ARM,06-Feb-20,0,0
Armenia,ARM,07-Feb-20,0,0
Armenia,ARM,08-Feb-20,0,0
Armenia,ARM,09-Feb-20,0,0
Armenia,ARM,10-Feb-20,0,0
Armenia,ARM,11-Feb-20,0,0
Armenia,ARM,12-Feb-20,0,0
Armenia,ARM,13-Feb-20,0,0
Armenia,ARM,14-Feb-20,0,0
Armenia,ARM,15-Feb-20,0,0
Armenia,ARM,16-Feb-20,0,0
Armenia,ARM,17-Feb-20,0,0
Armenia,ARM,18-Feb-20,0,0
Armenia,ARM,19-Feb-20,0,0
Armenia,ARM,20-Feb-20,0,0
Armenia,ARM,21-Feb-20,0,0
Armenia,ARM,22-Feb-20,0,0
Armenia,ARM,23-Feb-20,0,0
Armenia,ARM,24-Feb-20,0,0
Armenia,ARM,25-Feb-20,0,0
Armenia,ARM,26-Feb-20,0,0
Armenia,ARM,27-Feb-20,0,0
Armenia,ARM,28-Feb-20,0,0
Armenia,ARM,29-Feb-20,0,0
Armenia,ARM,01-Mar-20,1,1
Armenia,ARM,02-Mar-20,1,0
Armenia,ARM,12-Mar-20,4,3
Armenia,ARM,13-Mar-20,6,2
Armenia,ARM,14-Mar-20,13,7
Armenia,ARM,15-Mar-20,20,7
Armenia,ARM,16-Mar-20,30,10
Armenia,ARM,17-Mar-20,52,22
Armenia,ARM,18-Mar-20,78,26
Armenia,ARM,19-Mar-20,115,37
Armenia,ARM,20-Mar-20,122,7
Armenia,ARM,21-Mar-20,136,14
Armenia,ARM,22-Mar-20,160,24
Armenia,ARM,23-Mar-20,190,30
Armenia,ARM,24-Mar-20,194,4
Armenia,ARM,25-Mar-20,265,71
Armenia,ARM,26-Mar-20,290,25
Armenia,ARM,27-Mar-20,329,39
Armenia,ARM,28-Mar-20,372,43
Armenia,ARM,29-Mar-20,424,52
Armenia,ARM,30-Mar-20,424,0
Armenia,ARM,31-Mar-20,482,58
Armenia,ARM,01-Apr-20,532,50
Armenia,ARM,02-Apr-20,571,39
Armenia,ARM,03-Apr-20,663,92
Armenia,ARM,04-Apr-20,736,73
Armenia,ARM,05-Apr-20,770,34
Armenia,ARM,06-Apr-20,822,52
Armenia,ARM,07-Apr-20,833,11
Armenia,ARM,08-Apr-20,853,20
Aruba,ABW,13-Mar-20,2,2
Aruba,ABW,20-Mar-20,4,2
Aruba,ABW,24-Mar-20,12,8
Aruba,ABW,25-Mar-20,17,5
Aruba,ABW,26-Mar-20,19,2
Aruba,ABW,27-Mar-20,28,9
Aruba,ABW,28-Mar-20,28,0
Aruba,ABW,29-Mar-20,28,0
Aruba,ABW,30-Mar-20,50,22
Aruba,ABW,01-Apr-20,55,5
Aruba,ABW,02-Apr-20,55,0
Aruba,ABW,03-Apr-20,60,5
Aruba,ABW,04-Apr-20,62,2
Aruba,ABW,05-Apr-20,64,2
Aruba,ABW,06-Apr-20,64,0
Aruba,ABW,07-Apr-20,71,7
Aruba,ABW,08-Apr-20,74,3
Asia,,31-Dec-19,27,27
Asia,,01-Jan-20,27,0
Asia,,02-Jan-20,27,0
Asia,,03-Jan-20,44,17
Asia,,04-Jan-20,44,0
Asia,,05-Jan-20,59,15
Asia,,06-Jan-20,59,0
Asia,,07-Jan-20,59,0
Asia,,08-Jan-20,59,0
Asia,,09-Jan-20,59,0
Asia,,10-Jan-20,59,0
Asia,,11-Jan-20,59,0
Asia,,12-Jan-20,59,0
Asia,,13-Jan-20,60,1
Asia,,14-Jan-20,60,0
Asia,,15-Jan-20,61,1
Asia,,16-Jan-20,61,0
Asia,,17-Jan-20,66,5
Asia,,18-Jan-20,83,17
Asia,,19-Jan-20,219,136
Asia,,20-Jan-20,239,20
Asia,,21-Jan-20,391,152
Asia,,22-Jan-20,533,142
Asia,,23-Jan-20,630,97
Asia,,24-Jan-20,896,266
Asia,,25-Jan-20,1344,448
Asia,,26-Jan-20,2013,669
Asia,,27-Jan-20,2807,794
Asia,,28-Jan-20,4572,1765
Asia,,29-Jan-20,6047,1475
Asia,,30-Jan-20,7799,1752
Asia,,31-Jan-20,9793,1994
Asia,,01-Feb-20,11903,2110
Asia,,02-Feb-20,14507,2604
Asia,,03-Feb-20,17321,2814
Asia,,04-Feb-20,20561,3240
Asia,,05-Feb-20,24456,3895
Asia,,06-Feb-20,28195,3739
Asia,,07-Feb-20,31367,3172
Asia,,08-Feb-20,34800,3433
Asia,,09-Feb-20,37418,2618
Asia,,10-Feb-20,40399,2981
Asia,,11-Feb-20,42894,2495
Asia,,12-Feb-20,44925,2031
Asia,,13-Feb-20,60074,15149
Asia,,14-Feb-20,64240,4166
Asia,,15-Feb-20,66798,2558
Asia,,16-Feb-20,68826,2028
Asia,,17-Feb-20,70892,2066
Asia,,18-Feb-20,72788,1896
Asia,,19-Feb-20,74564,1776
Asia,,20-Feb-20,75017,453
Asia,,21-Feb-20,75996,979
Asia,,22-Feb-20,77044,1048
Asia,,23-Feb-20,77989,945
Asia,,24-Feb-20,78402,413
Asia,,25-Feb-20,79077,675
Asia,,26-Feb-20,79833,756
Asia,,27-Feb-20,80819,986
Asia,,28-Feb-20,81739,920
Asia,,29-Feb-20,83264,1525
Asia,,01-Mar-20,84669,1405
Asia,,02-Mar-20,85997,1328
Asia,,03-Mar-20,87270,1273
Asia,,04-Mar-20,88784,1514
Asia,,05-Mar-20,90037,1253
Asia,,06-Mar-20,91394,1357
Asia,,07-Mar-20,93356,1962
Asia,,08-Mar-20,94981,1625
Asia,,09-Mar-20,96146,1165
Asia,,10-Mar-20,97058,912
Asia,,11-Mar-20,98403,1345
Asia,,12-Mar-20,100036,1633
Asia,,13-Mar-20,101409,1373
Asia,,14-Mar-20,103230,1821
Asia,,15-Mar-20,105037,1807
Asia,,16-Mar-20,106980,1943
Asia,,17-Mar-20,108803,1823
Asia,,18-Mar-20,110748,1945
Asia,,19-Mar-20,112856,2108
Asia,,20-Mar-20,115259,2403
Asia,,21-Mar-20,117799,2540
Asia,,22-Mar-20,120778,2979
Asia,,23-Mar-20,123514,2736
Asia,,24-Mar-20,126722,3208
Asia,,25-Mar-20,130855,4133
Asia,,26-Mar-20,135470,4615
Asia,,27-Mar-20,140851,5381
Asia,,28-Mar-20,147900,7049
Asia,,29-Mar-20,155312,7412
Asia,,30-Mar-20,162410,7098
Asia,,31-Mar-20,170010,7600
Asia,,01-Apr-20,177657,7647
Asia,,02-Apr-20,186211,8554
Asia,,03-Apr-20,195087,8876
Asia,,04-Apr-20,201388,6301
Asia,,05-Apr-20,213719,12331
Asia,,06-Apr-20,223925,10206
Asia,,07-Apr-20,233291,9366
Asia,,08-Apr-20,242914,9623
Asia excl. China,,31-Dec-19,0,0
Asia excl. China,,01-Jan-20,0,0
Asia excl. China,,02-Jan-20,0,0
Asia excl. China,,03-Jan-20,0,0
Asia excl. China,,04-Jan-20,0,0
Asia excl. China,,05-Jan-20,0,0
Asia excl. China,,06-Jan-20,0,0
Asia excl. China,,07-Jan-20,0,0
Asia excl. China,,08-Jan-20,0,0
Asia excl. China,,09-Jan-20,0,0
Asia excl. China,,10-Jan-20,0,0
Asia excl. China,,11-Jan-20,0,0
Asia excl. China,,12-Jan-20,0,0
Asia excl. China,,13-Jan-20,1,1
Asia excl. China,,14-Jan-20,1,0
Asia excl. China,,15-Jan-20,2,1
Asia excl. China,,16-Jan-20,2,0
Asia excl. China,,17-Jan-20,3,1
Asia excl. China,,18-Jan-20,3,0
Asia excl. China,,19-Jan-20,3,0
Asia excl. China,,20-Jan-20,4,1
Asia excl. China,,21-Jan-20,5,1
Asia excl. China,,22-Jan-20,7,2
Asia excl. China,,23-Jan-20,7,0
Asia excl. China,,24-Jan-20,14,7
Asia excl. China,,25-Jan-20,21,7
Asia excl. China,,26-Jan-20,25,4
Asia excl. China,,27-Jan-20,32,7
Asia excl. China,,28-Jan-20,44,12
Asia excl. China,,29-Jan-20,53,9
Asia excl. China,,30-Jan-20,65,12
Asia excl. China,,31-Jan-20,79,14
Asia excl. China,,01-Feb-20,94,15
Asia excl. China,,02-Feb-20,108,14
Asia excl. China,,03-Feb-20,110,2
Asia excl. China,,04-Feb-20,113,3
Asia excl. China,,05-Feb-20,136,23
Asia excl. China,,06-Feb-20,148,12
Asia excl. China,,07-Feb-20,160,12
Asia excl. China,,08-Feb-20,175,15
Asia excl. China,,09-Feb-20,186,11
Asia excl. China,,10-Feb-20,193,7
Asia excl. China,,11-Feb-20,198,5
Asia excl. China,,12-Feb-20,201,3
Asia excl. China,,13-Feb-20,209,8
Asia excl. China,,14-Feb-20,219,10
Asia excl. China,,15-Feb-20,239,20
Asia excl. China,,16-Feb-20,260,21
Asia excl. China,,17-Feb-20,274,14
