"State","Date","Rt","R.lo.05","R.hi.95"
"Alabama",2020-03-26,5.51593171090498,5.08727737880801,5.95906869945543
"Alabama",2020-03-27,4.04020645249253,3.75022885475276,4.33920830052777
"Alabama",2020-03-28,2.92484132460296,2.72525519210874,3.13032339728537
"Alabama",2020-03-29,2.35408663023932,2.20256221421934,2.50982590710105
"Alabama",2020-03-30,2.02986220422338,1.90585949641563,2.15713380051247
"Alabama",2020-03-31,1.44692687842075,1.35223686246676,1.54429613346866
"Alabama",2020-04-01,1.14930992314547,1.07122311218875,1.22969317418934
"Alabama",2020-04-02,1.16320563910584,1.08815916528775,1.24034465293037
"Alabama",2020-04-03,1.4355074956508,1.35386111975155,1.51915400071857
"Alabama",2020-04-04,1.36200635637215,1.28397177047425,1.44196698267326
"Alabama",2020-04-05,1.42292428943585,1.34560416005066,1.50205202591806
"Alabama",2020-04-06,1.49219083913514,1.4157340893706,1.57033069719906
"Alabama",2020-04-07,1.49698205792124,1.42325643093925,1.57226631828845
"Alabama",2020-04-08,1.54832411410789,1.47643005930997,1.62164939813927
"Alabama",2020-04-09,1.500352428129,1.43267170657279,1.56934133482126
"Alabama",2020-04-10,1.4415006925005,1.37818235701937,1.50601013526567
"Alabama",2020-04-11,1.36168849422018,1.30284212763836,1.42162362337409
"Alabama",2020-04-12,1.39397049520714,1.33675691930323,1.45218846307106
"Alabama",2020-04-13,1.32361681974736,1.26981204708211,1.37835691875289
"Alabama",2020-04-14,1.11702365444696,1.06929609729379,1.16562409204248
"Alabama",2020-04-15,1.01653756463868,0.972329101314371,1.06156923888494
"Alabama",2020-04-16,0.979058075810489,0.936374038750063,1.02253894486558
"Alaska",2020-04-03,1.76139323488221,1.3897653264544,2.16939880785136
"Alaska",2020-04-04,1.42833705038562,1.12953891611132,1.7561080600749
"Alaska",2020-04-05,1.48968077607964,1.20349068259688,1.80113109201949
"Alaska",2020-04-06,1.1618426047992,0.920822548712217,1.42601681062896
"Alaska",2020-04-07,1.30770449930741,1.05996998725804,1.57697126948753
"Alaska",2020-04-08,1.42689664801423,1.17349426518005,1.70082189963825
"Alaska",2020-04-09,1.33787666231297,1.09883174257768,1.59641061384093
"Alaska",2020-04-10,1.21917938553767,0.998621698397705,1.45796405592927
